"Fecha","Hora","Jornada","Día","Local.Visitante","Resultado","GF","GC","Rival","Goles Marcados","Disparos","Disparos a puerta","% DisparosPuerta","Goles/Disparo","Goles/DisparoPuerta","Distancia","FK","PK","PKatt","xG","xG - nopenalty","npxG/Sh","G-xG","np:G-xG","Informe"
"2023-02-26","14:00","Matchweek 23","Sun","Home","L","2","3","Girona","2","17","3","17.6","0.12","0.67","17.2","1","0","0","1.6","1.6","0.09","+0.4","+0.4","Match Report"
"2023-03-05","18:30","Matchweek 24","Sun","Away","D","0","0","Rayo Vallecano","0","16","3","18.8","0.00","0.00","13.5","0","0","0","1.3","1.3","0.08","-1.3","-1.3","Match Report"
"2023-03-12","21:00","Matchweek 25","Sun","Home","L","0","1","Barcelona","0","15","3","20.0","0.00","0.00","19.2","1","0","0","0.9","0.9","0.06","-0.9","-0.9","Match Report"
"2023-03-17","21:00","Matchweek 26","Fri","Away","W","3","1","Valladolid","3","15","5","33.3","0.13","0.40","15.6","1","1","1","2.6","1.8","0.12","+0.4","+0.2","Match Report"
"2023-04-01","16:15","Matchweek 27","Sat","Home","D","0","0","Getafe","0","16","3","18.8","0.00","0.00","16.6","0","0","0","0.9","0.9","0.06","-0.9","-0.9","Match Report"
"2023-04-08","16:15","Matchweek 28","Sat","Away","W","2","1","Espanyol","2","12","7","58.3","0.17","0.29","11.7","0","0","0","2.3","2.3","0.19","-0.3","-0.3","Match Report"
"2023-04-15","16:15","Matchweek 29","Sat","Home","W","2","0","Real Sociedad","2","13","5","38.5","0.15","0.40","17.8","0","0","0","0.8","0.8","0.06","+1.2","+1.2","Match Report"
"2023-04-22","16:15","Matchweek 30","Sat","Away","W","2","1","Almería","2","14","3","21.4","0.14","0.67","18.7","1","0","0","1.7","1.7","0.12","+0.3","+0.3","Match Report"
"2023-04-27","22:00","Matchweek 31","Thu","Home","L","0","1","Sevilla","0","6","0","0.0","0.00","","19.6","0","0","0","0.3","0.3","0.06","-0.3","-0.3","Match Report"
"2023-05-01","19:00","Matchweek 32","Mon","Away","D","1","1","Mallorca","1","15","5","33.3","0.00","0.00","19.0","0","1","1","1.7","0.9","0.06","-0.7","-0.9","Match Report"
"2023-05-04","22:00","Matchweek 33","Thu","Home","L","0","1","Betis","0","21","6","28.6","0.00","0.00","16.2","1","0","0","1.6","1.6","0.08","-1.6","-1.6","Match Report"
"2023-05-13","18:30","Matchweek 34","Sat","Away","L","1","5","Villarreal","1","10","3","30.0","0.00","0.00","13.5","0","1","1","3.1","2.3","0.24","-2.1","-2.3","Match Report"
"2023-05-20","16:15","Matchweek 35","Sat","Home","W","2","1","Celta Vigo","2","10","3","30.0","0.20","0.67","12.5","0","0","0","1.0","1.0","0.10","+1.0","+1.0","Match Report"
"2023-05-25","21:30","Matchweek 36","Thu","Away","L","0","2","Osasuna","0","10","5","50.0","0.00","0.00","16.4","1","0","0","0.8","0.8","0.08","-0.8","-0.8","Match Report"
"2023-05-28","19:00","Matchweek 37","Sun","Home","L","0","1","Elche","0","27","7","25.9","0.00","0.00","15.9","1","0","0","2.4","2.4","0.10","-2.4","-2.4","Match Report"
"2023-06-04","18:30","Matchweek 38","Sun","Away","D","1","1","Real Madrid","1","14","8","57.1","0.07","0.13","18.6","0","0","1","2.3","1.6","0.12","-1.3","-0.6","Match Report"
